title,index_show,badge,follow,play,score,is_finish,media_id,cover
阿茹茉妮,全1话,免费观看,4.1万人追番,44.6万次播放,9.6分,1,3673,http://i0.hdslb.com/bfs/bangumi/a7800c67a364bfe653cbfce37563179525fe750a.jpg
这样算是僵尸吗？ OVA,全3话,免费观看,10.3万人追番,436.8万次播放,9.6分,1,3509,http://i0.hdslb.com/bfs/bangumi/8f026a265a832e79c817e33c1841dae30e604ede.jpg
黑塔利亚 Axis Powers 第2期,全26话,免费观看,8.3万人追番,434.6万次播放,9.6分,1,3474,http://i0.hdslb.com/bfs/bangumi/44fa823b41d004603615e1116f304044bc169074.jpg
书店里的骷髅店员本田,更新至第9话,会员抢先,53.6万人追番,431.8万次播放,9.6分,0,134952,http://i0.hdslb.com/bfs/bangumi/e8f69149d5cba4a333938e71b74c00cf90f0d99c.png
京骚戏画 WEB版2,全5话,免费观看,4.8万人追番,43.1万次播放,9.6分,1,456,http://i0.hdslb.com/bfs/bangumi/251ea0de7ea25c98893c9ed4e00d471d3b0fd6ea.jpg
歌之☆王子殿下 真爱REVOLUTIONS,全13话,免费观看,12.3万人追番,428.5万次播放,9.6分,1,1563,http://i0.hdslb.com/bfs/bangumi/783a4860862cd03df026c44a4c0de2d9825abbb1.jpg
绝园的暴风雨,全24话,免费观看,35.9万人追番,426.5万次播放,9.6分,1,3786,http://i0.hdslb.com/bfs/bangumi/eec6dc6e75d9a9c0bd89931db172b020c75834df.jpg
南家三姐妹,全13话,免费观看,33.4万人追番,421.2万次播放,9.6分,1,620,http://i0.hdslb.com/bfs/bangumi/b3e6d6a7248f67d6763c9a3adcd031f90cc1b5fe.jpg
苍蓝钢铁的琶音,全12话,免费观看,24.1万人追番,42.8万次播放,9.6分,1,483,http://i0.hdslb.com/bfs/bangumi/4ef3f3826047157739199c30d61b6e2c22703bcb.jpg
道子与哈金,全22话,免费观看,5.9万人追番,42.3万次播放,9.6分,1,3360,http://i0.hdslb.com/bfs/bangumi/8755f3255a533e0acb7837786d4903b53b3f4f11.jpg
小鸠,全24话,免费观看,14.2万人追番,41.2万次播放,9.6分,1,1164,http://i0.hdslb.com/bfs/bangumi/36d3e16c207e34e870e4b1805cf93ee1c1ec415e.jpg
头文字D Fifth Stage,全14话,免费观看,3.7万人追番,407万次播放,9.6分,1,211,http://i0.hdslb.com/bfs/bangumi/3370e63100344703a5252afb300fdf36e965a07d.jpg
包在小可身上,全1话,免费观看,3.8万人追番,40.5万次播放,9.6分,1,5349,http://i0.hdslb.com/bfs/bangumi/bf47c0a974d1adec753d7f98b63d863cf0bed5d0.jpg
苍蓝钢铁的琶音 DC,全1话,免费观看,3.8万人追番,4.9万次播放,9.6分,1,3545,http://i0.hdslb.com/bfs/bangumi/93bb1e2367b4671b9cd187dd05308cd0bf27056f.jpg
米老鼠的黑白动画片生涯,全20话,免费观看,3.7万人追番,39万次播放,9.6分,1,2840,http://i0.hdslb.com/bfs/bangumi/a3aab1ecb732e5042938683a027abb0e3d4088aa.jpg
刀剑神域 Alicization,更新至第10话,会员抢先,321.3万人追番,3991.3万次播放,9.6分,0,130412,http://i0.hdslb.com/bfs/bangumi/911c5a54441d614ac53b46574838d4721a80cf98.jpg
白色相簿2,全13话,免费观看,46.2万人追番,390万次播放,9.6分,1,3516,http://i0.hdslb.com/bfs/bangumi/32b9130648a95cf13729b0eecacf6e0c1af9ccc0.jpg
圣哥传,全1话,免费观看,4万人追番,39.9万次播放,9.6分,1,3230,http://i0.hdslb.com/bfs/bangumi/1c3fd837132edeaa56a5bcac8579c785175dffa1.jpg
要听爸爸的话！,全12话,免费观看,42.4万人追番,39.8万次播放,9.6分,1,714,http://i0.hdslb.com/bfs/bangumi/5e273558ff8d966533a5cb44112ac257edc337a5.jpg
来自新世界,全25话,免费观看,42.6万人追番,382.5万次播放,9.6分,1,1598,http://i0.hdslb.com/bfs/bangumi/aaa60f9cb17fb4a38df464f1064ca9623e0769cc.jpg
蜡笔小新 呼风唤雨黄金的间谍大作战,全1话,免费观看,8060人追番,38.1万次播放,9.6分,1,14532,http://i0.hdslb.com/bfs/bangumi/08509d7e864fbc20b5e375fbb5745b842fe9a7a3.jpg
浪客剑心,全95话,免费观看,19.9万人追番,376.4万次播放,9.6分,1,2303,http://i0.hdslb.com/bfs/bangumi/13c8b6f1a1bea4b23e78f872f451ea3e10a6d86b.jpg
付丧神出租中,全12话,免费观看,31.8万人追番,375.6万次播放,9.6分,1,102712,http://i0.hdslb.com/bfs/bangumi/12014338f3c5bc350b95e71d619750441d6044f2.jpg
校园迷糊大王 二学期,全26话,免费观看,1.6万人追番,37.7万次播放,9.6分,1,3750,http://i0.hdslb.com/bfs/bangumi/4a25e0027a8f7132a31e4024c3513a64cf38522c.jpg
希德尼娅的骑士 第一季,全12话,免费观看,19.1万人追番,368.6万次播放,9.6分,1,1576,http://i0.hdslb.com/bfs/bangumi/3cb130a0fbcb6c645d0af71e9b415c5dc8e3564f.jpg
花开伊吕波,全26话,免费观看,43.2万人追番,362.2万次播放,9.6分,1,845,http://i0.hdslb.com/bfs/bangumi/748ecaf2582d3d8388dd49e70a5d9d85a4aa1465.jpg
无头骑士异闻录×2 结 DuFuFuFu!!,全1话,免费观看,4.3万人追番,36.4万次播放,9.6分,1,5424,http://i0.hdslb.com/bfs/bangumi/91319f8e55ad9a74d5e1be3fd597c0974e5584a7.jpg
A CHANNEL,全12话,免费观看,8.3万人追番,35万次播放,9.6分,1,915,http://i0.hdslb.com/bfs/bangumi/afcfb11c77ca87bf44e010d8dd349e4a723fde32.jpg
传说中勇者的传说,全24话,免费观看,31.4万人追番,359.3万次播放,9.6分,1,984,http://i0.hdslb.com/bfs/bangumi/844cf75c2000595e21dd85a5b172813e0bf2c5e3.jpg
打工吧！魔王大人,全13话,免费观看,89.2万人追番,3579.4万次播放,9.6分,1,2932,http://i0.hdslb.com/bfs/bangumi/15992a6e1d737ae0319ab3788f598c223501d043.jpg
夏目友人帐 伍,全11话,免费观看,202.5万人追番,3553.4万次播放,9.6分,1,5550,http://i0.hdslb.com/bfs/bangumi/2673ac643b48eb5bda64c960a2ca850fbebb839d.jpg
三年E班 第二季 课外授课篇,全8话,免费观看,11.3万人追番,354.3万次播放,9.6分,1,3425,http://i0.hdslb.com/bfs/bangumi/9d31e2a131a13bf3975c1980ffeaf46b89df2084.jpg
宅男腐女恋爱真难,全11话,免费观看,177.9万人追番,3437.6万次播放,9.6分,1,78512,http://i0.hdslb.com/bfs/bangumi/745b04054e591da4f4172923a7d51de3dddb4288.jpg
玉响～hitotose～,全13话,免费观看,7.9万人追番,34.5万次播放,9.6分,1,514,http://i0.hdslb.com/bfs/bangumi/3e21912c602a747b22f072e3d641595508bd0698.jpg
全金属狂潮 总集篇,全3话,免费观看,1.4万人追番,33万次播放,9.6分,1,100772,http://i0.hdslb.com/bfs/bangumi/582cf94cddc94b856d7bb893e516f633851dc282.jpg
Charlotte SP,全2话,免费观看,7.2万人追番,339.9万次播放,9.6分,1,3429,http://i0.hdslb.com/bfs/bangumi/73409f75e23bd24eaf2db529f09ebb1150ec5c79.jpg
飞跃巅峰!,全6话,免费观看,3.1万人追番,33.6万次播放,9.6分,1,2663,http://i0.hdslb.com/bfs/bangumi/c5b3f662dcc289cff29df3d954fbe464713cb732.jpg
蜡笔小新 森林里的暴风雨,全1话,免费观看,8273人追番,33.2万次播放,9.6分,1,10492,http://i0.hdslb.com/bfs/bangumi/911ad1270aed2995d25f8bfce572fb5d1c51b036.jpg
双恋Alternative,全13话,免费观看,4万人追番,32.8万次播放,9.6分,1,2769,http://i0.hdslb.com/bfs/bangumi/d312fcfc806e2bf1eef59e867b454c993673fae2.jpg
狼雨,全30话,免费观看,2.2万人追番,32.7万次播放,9.6分,1,2913,http://i0.hdslb.com/bfs/bangumi/2ba1c0653085c257134ec8b1417f80bafc33339e.jpg
从很久以前就喜欢你了。～告白实行委员会～,全1话,免费观看,41.4万人追番,303.3万次播放,9.6分,1,5575,http://i0.hdslb.com/bfs/bangumi/1eaf4c554ba073db011da2d80b5abda7960321e1.jpg
#NAME?,全12话,免费观看,10.2万人追番,30.5万次播放,9.6分,1,930,http://i0.hdslb.com/bfs/bangumi/bdebe95b9bdfa837b682048556ad50477fcaf6e5.jpg
小马宝莉 友谊的魔力 第八季,全26话,免费观看,3062人追番,3.2万次播放,9.6分,1,4314402,http://i0.hdslb.com/bfs/bangumi/46c553ca4c62f7d25d086ad80289b84941060833.jpg
可塑性记忆,全13话,免费观看,143.3万人追番,2972.1万次播放,9.6分,1,1552,http://i0.hdslb.com/bfs/bangumi/3e688cd89f778968bdf6f6d9ca6f3d20b76f04ea.jpg
嫁给非人类,更新至第10话,免费观看,15.5万人追番,274.5万次播放,9.6分,0,142612,http://i0.hdslb.com/bfs/bangumi/8a97b816f5e3b00f2d4f9ea3b483b3062decc504.jpg
越狱兔 第3季,全13话,免费观看,1.4万人追番,270.6万次播放,9.6分,1,5870,http://i0.hdslb.com/bfs/bangumi/426562db78765494a4b3d7fee2a7e9335acce85f.jpg
越狱兔 第4季,全13话,免费观看,1.4万人追番,270.6万次播放,9.6分,1,5871,http://i0.hdslb.com/bfs/bangumi/c70a0245ab712bb09c5bf534b91079212369ff45.jpg
现视研2,全12话,免费观看,2万人追番,26.9万次播放,9.6分,1,518,http://i0.hdslb.com/bfs/bangumi/79a8b90df9910dcbf621ea4ab7f3a12c411955eb.jpg
阳光中的青时雨,全4话,免费观看,7.8万人追番,26.9万次播放,9.6分,1,2820,http://i0.hdslb.com/bfs/bangumi/ea0e8a9029e8aa98dd7f2f53994331bed0b6a314.jpg
花丸幼稚园,全12话,免费观看,20.6万人追番,26.7万次播放,9.6分,1,982,http://i0.hdslb.com/bfs/bangumi/da6b01c46750e15b77c98bec655770592f28e292.jpg
闪灵二人组,全49话,免费观看,3.6万人追番,26.6万次播放,9.6分,1,2073,http://i0.hdslb.com/bfs/bangumi/b5b7d63b11afacf1bcd2f0765987e60a5f3a115a.jpg
坂道上的阿波罗,全12话,免费观看,9.5万人追番,26.1万次播放,9.6分,1,780,http://i0.hdslb.com/bfs/bangumi/796b7a387588074c734154997fa9f3477d763870.jpg
机动战士高达00 第二季,全25话,免费观看,7.8万人追番,256.4万次播放,9.6分,1,1193,http://i0.hdslb.com/bfs/bangumi/1d7a969e8f1045739c596de89a963e30475aff0e.jpg
海月姬,全11话,免费观看,2.8万人追番,25.4万次播放,9.6分,1,995,http://i0.hdslb.com/bfs/bangumi/cf7688ef4c8c03c9fe75fce7548719bc64235a5f.jpg
境界线上的地平线II,全13话,免费观看,19.8万人追番,248.2万次播放,9.6分,1,2677,http://i0.hdslb.com/bfs/bangumi/cacff958c81f9a6c023b08a817864b6ee289ee70.jpg
机动战士高达00,全25话,免费观看,14.7万人追番,245.7万次播放,9.6分,1,1192,http://i0.hdslb.com/bfs/bangumi/35b11bf59eb3fd12f0387951510a5d722d7435e5.jpg
黑执事II,全12话,免费观看,27万人追番,241.3万次播放,9.6分,1,8312,http://i0.hdslb.com/bfs/bangumi/42b3d6d1e7a62d165cdf17e00495352c28e86e72.jpg
翼·年代记,全26话,免费观看,27.7万人追番,240.9万次播放,9.6分,1,1463,http://i0.hdslb.com/bfs/bangumi/c881155493240aa502ccacffc9bef8b89ad113b6.png
飞跃巅峰2!,全6话,免费观看,1.8万人追番,24.7万次播放,9.6分,1,2665,http://i0.hdslb.com/bfs/bangumi/3928dad670baf32aa55d048c3b01cce16eb19812.jpg
黑礁,全12话,免费观看,18.6万人追番,239.6万次播放,9.6分,1,1379,http://i0.hdslb.com/bfs/bangumi/a4168b8b1d16b60e494783e18ac95bbb19864e1e.jpg
黑礁 第二季,全12话,免费观看,4.5万人追番,239.6万次播放,9.6分,1,1380,http://i0.hdslb.com/bfs/bangumi/1373034f791fa61e5553eaf2f12dee83eddfc49a.jpg
结城友奈是勇者 鹫尾须美之章&勇者之章,全12话,免费观看,23.9万人追番,237.9万次播放,9.6分,1,6448,http://i0.hdslb.com/bfs/bangumi/7ba5db57e2938370884d933ce2cbeb35028ab2eb.jpg
三坪房间的侵略者！,全12话,免费观看,23.8万人追番,237.2万次播放,9.6分,1,75052,http://i0.hdslb.com/bfs/bangumi/fbdfd6cdce9b9b7f71afd1646f0b3eb88593dcbb.jpg
女神异闻录4,全26话,免费观看,18.2万人追番,235.4万次播放,9.6分,1,2717,http://i0.hdslb.com/bfs/bangumi/22e8bc43903a80039b68eba58a1e479eaf993f55.jpg
薄樱鬼 御伽草子,全12话,免费观看,10.8万人追番,232万次播放,9.6分,1,3377,http://i0.hdslb.com/bfs/bangumi/ec2427065370dbed6f5235987519ada647dcf7fc.jpg
蓝兰岛漂流记,全26话,免费观看,13.9万人追番,231.2万次播放,9.6分,1,1304,http://i0.hdslb.com/bfs/bangumi/cee7e9167435e797bfd8ddcc566b0878bc3161c3.jpg
夏娃的时间,全6话,免费观看,4.9万人追番,23.9万次播放,9.6分,1,3339,http://i0.hdslb.com/bfs/bangumi/c7e739331f6572e08d132bd2915eea7251a628eb.jpg
普通女高中生要做当地偶像,全12话,免费观看,3.8万人追番,23.9万次播放,9.6分,1,4124,http://i0.hdslb.com/bfs/bangumi/6bf8466f4551205c5aa8207f17ae292834e3780e.jpg
灵感！,全13话,免费观看,8.2万人追番,23.6万次播放,9.6分,1,60212,http://i0.hdslb.com/bfs/bangumi/2e124556e7d76eba49018f911cd32e766e0bba1b.jpg
小马宝莉：友谊的魔力 第六季 (中配）,全26话,免费观看,7865人追番,23.4万次播放,9.6分,1,128072,http://i0.hdslb.com/bfs/bangumi/d0326fa93ae970847912e7adc801bd8db75efc1b.jpg
人鱼之森,全13话,免费观看,2.2万人追番,22.3万次播放,9.6分,1,1965,http://i0.hdslb.com/bfs/bangumi/aafa8ff8b3499ff4af366a6a94c6b035852a606e.jpg
Angel Beats!,全13话,免费观看,111.5万人追番,218.5万次播放,9.6分,1,959,http://i0.hdslb.com/bfs/bangumi/803ee7dc0e151ea3f634fe49e73d3b3fb93ca433.jpg
小木乃伊到我家,全12话,免费观看,134.2万人追番,2173.7万次播放,9.6分,1,11732,http://i0.hdslb.com/bfs/bangumi/64f2a5e01f9cca99cef8e6e4415b9bb867281d0c.jpg
樱花庄的宠物女孩,全24话,免费观看,155.9万人追番,213.6万次播放,9.6分,1,687,http://i0.hdslb.com/bfs/bangumi/7bf8baf33c1ecd4a7fea91e81d0143aabe1e1b7c.jpg
香蕉喵,全13话,免费观看,3.4万人追番,21.7万次播放,9.6分,1,5026,http://i0.hdslb.com/bfs/bangumi/d5927cc2979a77b920635f2e8f75f1117b06b0b3.jpg
兄弟战争,全13话,免费观看,2.7万人追番,21.6万次播放,9.6分,1,131112,http://i0.hdslb.com/bfs/bangumi/8692461dec750acfe8f3474354e2d56b3372164b.jpg
citrus～柑橘味香气～,全13话,付费抢先,139万人追番,2081.8万次播放,9.6分,1,8992,http://i0.hdslb.com/bfs/bangumi/36100858da96759a2203724eccdf2d4d52f6c115.png
邻座的怪同学,全13话,免费观看,75.7万人追番,2003.3万次播放,9.6分,1,688,http://i0.hdslb.com/bfs/bangumi/c71ef4b7f85053f2f4ff7ffd8d746c9f7e0b791f.jpg
高达创战者,全25话,免费观看,5.8万人追番,195.8万次播放,9.6分,1,4374,http://i0.hdslb.com/bfs/bangumi/c27d208af5e7bc79ce7618e8bff63eb674527b8c.jpg
甲贺忍法帖,全24话,免费观看,10.9万人追番,192.2万次播放,9.6分,1,1855,http://i0.hdslb.com/bfs/bangumi/ecd6f69a564d52b9bc5aebd0c59b30f4d3b591f5.jpg
侦探歌剧 少女福尔摩斯,全12话,免费观看,4.9万人追番,18万次播放,9.6分,1,1691,http://i0.hdslb.com/bfs/bangumi/e0ce28aa14e1caecb3fbac124ba46dd21dc96fcb.jpg
宇宙战舰提拉米斯II,更新至第10话,免费观看,11万人追番,186万次播放,9.6分,0,140332,http://i0.hdslb.com/bfs/bangumi/1e9dc1d741d42663e39e3ffcf75a01580ddd3527.jpg
编舟记,全11话,免费观看,17.7万人追番,186.6万次播放,9.6分,1,5516,http://i0.hdslb.com/bfs/bangumi/bfc82e6fad4f3a4fea1ce7f85b9060a1f77fdf97.jpg
棒球大联盟 2,全25话,免费观看,3.7万人追番,179.6万次播放,9.6分,1,77612,http://i0.hdslb.com/bfs/bangumi/643ca7b42d42541830394cbe8d39b0f52cfac6ed.png
圣斗士星矢 THE LOST CANVAS 冥王神话,全26话,免费观看,10.3万人追番,179.1万次播放,9.6分,1,800,http://i0.hdslb.com/bfs/bangumi/55d1b9b8a095e0855dd161ac6dfa9bf155657ae6.jpg
魔法少女☆伊莉雅 2WEI!,全10话,免费观看,20.1万人追番,173万次播放,9.6分,1,80092,http://i0.hdslb.com/bfs/bangumi/d61a2df4a7b441200a7cad201372f281bf8d0ce9.jpg
Love Live! School Idol Project（第二季）,全13话,免费观看,46万人追番,1723.4万次播放,9.6分,1,3071,http://i0.hdslb.com/bfs/bangumi/1180c222b427a3171faae1245c46a6452f14bdee.jpg
机动战士高达 雷霆宙域战线 第一季,全4话,免费观看,7.6万人追番,172.5万次播放,9.6分,1,6006,http://i0.hdslb.com/bfs/bangumi/10e90ed6acd3edcfb0d7f353b85f283e30c091a1.jpg
尽管如此世界依然美丽,全12话,免费观看,26.1万人追番,171.9万次播放,9.6分,1,4152,http://i0.hdslb.com/bfs/bangumi/be389520c04942d62d5a7d0c0ba9e9c655bb2363.jpg
AKB0048 第一季,全13话,免费观看,4.5万人追番,171.3万次播放,9.6分,1,643,http://i0.hdslb.com/bfs/bangumi/cede30dbc65256d84e1647eede73590a4eefd680.jpg
飞翔的魔女 小剧场,全10话,免费观看,4.3万人追番,17.3万次播放,9.6分,1,3990,http://i0.hdslb.com/bfs/bangumi/85b5315ec9a16c6b5f69e83594ec01c3feff4789.jpg
高达创战者 ?GM的逆袭,全1话,免费观看,4810人追番,16万次播放,9.6分,1,125312,http://i0.hdslb.com/bfs/bangumi/87c499f98088c74060070be9b152f10611a74b5d.jpg
游☆戏☆王 ZEXAL,全146话,免费观看,10.1万人追番,1677.5万次播放,9.6分,1,159,http://i0.hdslb.com/bfs/bangumi/871040b2d1f51d94a6238beba89af8ba4cef75bf.jpg
OVERLORDⅡ SP,全13话,免费观看,12.4万人追番,1660.8万次播放,9.6分,1,46932,http://i0.hdslb.com/bfs/bangumi/14917429b40cea16d3851684bbf2bc62aa86b0b0.jpg
精灵宝可梦 钻石&珍珠,全185话,免费观看,4.8万人追番,165.9万次播放,9.6分,1,6162,http://i0.hdslb.com/bfs/bangumi/b0abc6cd48549163f6390a44612fd76c2b267f48.jpg
歌之☆王子殿下 真爱2000%,全13话,免费观看,8.8万人追番,163.7万次播放,9.6分,1,1562,http://i0.hdslb.com/bfs/bangumi/62308249815ce7a3883e8b35656d42e655ec9c70.jpg
TARI TARI OVA,全13话,免费观看,1.8万人追番,16.9万次播放,9.6分,1,3492,http://i0.hdslb.com/bfs/bangumi/8fff575daf491b5e2962db054f20418f0df408b5.jpg
闪电十一人,全127话,免费观看,1.5万人追番,16.8万次播放,9.6分,1,5466,http://i0.hdslb.com/bfs/bangumi/f815d0611b4bbd1de9b4f61dbf7482e38c4ffc74.jpg
甘城光辉游乐园 SP 激动人心小剧场,全7话,免费观看,3.6万人追番,158.1万次播放,9.6分,1,3455,http://i0.hdslb.com/bfs/bangumi/88739b4d0f11ac59eda06629fc131a0ae347974b.jpg
神奇宝贝 起源,全4话,免费观看,5.1万人追番,157万次播放,9.6分,1,4378,http://i0.hdslb.com/bfs/bangumi/2386b73264b4ecda3fa6d4f55cd846abc0b6a565.jpg
Q弟侦探因幡,全12话,免费观看,17万人追番,157.6万次播放,9.6分,1,628,http://i0.hdslb.com/bfs/bangumi/b59a4aa6616f2e16aff80c4296df96d9f551310e.jpg
命运石之门 聪明睿智的认知计算,全4话,免费观看,9.7万人追番,157.6万次播放,9.6分,1,3448,http://i0.hdslb.com/bfs/bangumi/f58ea113bb3b2eb95435abf95c4f8507dad07404.jpg
龙的牙医,全2话,免费观看,20.4万人追番,157.3万次播放,9.6分,1,5933,http://i0.hdslb.com/bfs/bangumi/909c6b7bde4e761b05d266dfbb4d33d98b78c5ce.jpg
小魔女学园 TV版,全25话,免费观看,56.3万人追番,1552.1万次播放,9.6分,1,5788,http://i0.hdslb.com/bfs/bangumi/1aa1cee348544dbd677e05cbeaa85c52c11e1a06.jpg
变形金刚 领袖之证 美版第一季,全52话,免费观看,2.2万人追番,155.4万次播放,9.6分,1,1723,http://i0.hdslb.com/bfs/bangumi/47f9f3dc2b31ab8e7c7368061c26cc3fab53abb5.jpg
女神异闻录5 -THE DAY BREAKERS-,全1话,免费观看,16.5万人追番,152.2万次播放,9.6分,1,5482,http://i0.hdslb.com/bfs/bangumi/4df3b6e8a4767de20029dd15f01e37e345555fbd.jpg
黑塔利亚 The Beautiful World 第5期,全20话,免费观看,9.3万人追番,151.5万次播放,9.6分,1,2712,http://i0.hdslb.com/bfs/bangumi/24dc96dad53e6ae5fb6a7eecfad5e6630da44686.jpg
鸭子的生活,全34话,免费观看,3.7万人追番,151.4万次播放,9.6分,1,676,http://i0.hdslb.com/bfs/bangumi/b7ea0ef388631f23f17b1a724259e81393b92b0c.jpg
荒川爆笑团,全13话,免费观看,33.4万人追番,150.8万次播放,9.6分,1,978,http://i0.hdslb.com/bfs/bangumi/0febb50de750fb46ee18952fdedb19d940d6a443.jpg
花牌情缘,全25话,免费观看,23.9万人追番,149.8万次播放,9.6分,1,616,http://i0.hdslb.com/bfs/bangumi/e717a165487c8befe79f2bd10393e360901e832e.jpg
喜欢上你的那个瞬间。～告白实行委员会～,全1话,免费观看,18.5万人追番,149.6万次播放,9.6分,1,5576,http://i0.hdslb.com/bfs/bangumi/6b65635d175e21331a072e012d37d08a28c447f4.jpg
Code Geass 反叛的鲁路修 娜娜莉梦游仙境,全1话,免费观看,8.6万人追番,146.1万次播放,9.6分,1,4446,http://i0.hdslb.com/bfs/bangumi/964613d9bd31417dae17d13db35e74a1e5793c25.jpg
复仇者：世上最强英雄组合,全52话,免费观看,4.4万人追番,145.2万次播放,9.6分,1,109,http://i0.hdslb.com/bfs/bangumi/c574b150d2403e18580faaff68cca774cc2c2018.jpg
AKB0048 第二季,全13话,免费观看,2.6万人追番,144万次播放,9.6分,1,644,http://i0.hdslb.com/bfs/bangumi/aa508a4018270e78dc95e535e023159ab9491423.jpg
潜行吧！奈亚子F,全1话,免费观看,9.5万人追番,143.5万次播放,9.6分,1,2941,http://i0.hdslb.com/bfs/bangumi/e3a2ebc4eab06ce5066df3365bb0a2eda98c959c.jpg
梅露可物语 : 无精打采的少年与瓶中少女,更新至第9话,会员抢先,23.8万人追番,141万次播放,9.6分,0,139452,http://i0.hdslb.com/bfs/bangumi/e4644b38b29a34520b3affac71064faeb8a081fa.png
八犬传-东方八犬异闻- 第一季,全13话,免费观看,23.2万人追番,138.1万次播放,9.6分,1,528,http://i0.hdslb.com/bfs/bangumi/3a3ff8f00d46761aaef22cc8ae4834086ce57632.jpg
这个是僵尸吗？OF THE DEAD,全10话,免费观看,30.3万人追番,1371.4万次播放,9.6分,1,698,http://i0.hdslb.com/bfs/bangumi/8f026a265a832e79c817e33c1841dae30e604ede.jpg
群居姐妹,全12话,免费观看,37万人追番,1370.8万次播放,9.6分,1,2614,http://i0.hdslb.com/bfs/bangumi/324695f281a5072f136b32c416be87a5d2f927a2.jpg
阿拉德战记,全26话,免费观看,7.1万人追番,135万次播放,9.6分,1,1123,http://i0.hdslb.com/bfs/bangumi/4955aeebad54e093a98324773842fa22a8e4108e.jpg
高智能方程式,全37话,免费观看,4.7万人追番,133.2万次播放,9.6分,1,2350,http://i0.hdslb.com/bfs/bangumi/62c95a38bb997a0b7054d2106744bd308f06ae26.jpg
悲惨世界 少女珂赛特,全52话,免费观看,1.5万人追番,13.6万次播放,9.6分,1,1314,http://i0.hdslb.com/bfs/bangumi/0defa405abaaf87e613c745846cc6290eb7eb6f7.jpg
DARKER THAN BLACK -流星的双子-,全12话,免费观看,18.1万人追番,128.2万次播放,9.6分,1,1065,http://i0.hdslb.com/bfs/bangumi/d3097605bf369a60309ef08f048537aa4744c257.jpg
千绪的上学路,全12话,会员专享,80.6万人追番,1263.1万次播放,9.6分,1,102552,http://i0.hdslb.com/bfs/bangumi/dbdcbffd272e7927a344f682934f9cae934150db.png
暴力宇宙海贼,全26话,免费观看,2.1万人追番,126.8万次播放,9.6分,1,817,http://i0.hdslb.com/bfs/bangumi/f6e56920e12a30e8df02dd73c2d27987564df2ac.jpg
最游记,全50话,免费观看,10.1万人追番,125.4万次播放,9.6分,1,2144,http://i0.hdslb.com/bfs/bangumi/ed11f99ac570dbea76aeba3e613820a12fad32dc.jpg
精灵宝可梦 超世代,全188话,免费观看,5.7万人追番,125.4万次播放,9.6分,1,6161,http://i0.hdslb.com/bfs/bangumi/a309344601bab5777320554509ffd69192aabc23.jpg
田中君总是如此慵懒 特典,全7话,免费观看,7.2万人追番,124.2万次播放,9.6分,1,6036,http://i0.hdslb.com/bfs/bangumi/42a3e02c287b5b6ecce1d52760620793b9d9ce0c.jpg
请问您今天要来点兔子吗？？,全12话,免费观看,70.3万人追番,1233.4万次播放,9.6分,1,2762,http://i0.hdslb.com/bfs/bangumi/b8cf93d74af443f8dfcd2adc808a1a2545264254.jpg
马达加斯加的企鹅 第一季,全47话,免费观看,4.6万人追番,123.2万次播放,9.6分,1,1749,http://i0.hdslb.com/bfs/bangumi/54ba8f9e3fc5cabadecf9a41a2125729b07e435a.jpg
進擊的巨人 第二季（僅台灣地區）,全12话,免费观看,65.9万人追番,115.1万次播放,9.6分,1,5970,http://i0.hdslb.com/bfs/bangumi/f0841da0acbb37bfd2d51700cc2a6c4dfa045295.jpg
归宅部活动记录,全12话,免费观看,11.3万人追番,114万次播放,9.6分,1,3135,http://i0.hdslb.com/bfs/bangumi/2b3d026c913dfb98b449b3a1c3a5c70f7c9c604e.jpg
晨曦公主,全24话,免费观看,20.8万人追番,1148.1万次播放,9.6分,1,3072,http://i0.hdslb.com/bfs/bangumi/b95c479393294b8e256483703fbd3c7dea0dc7ac.jpg
无头骑士异闻录,全26话,免费观看,92.6万人追番,1138.9万次播放,9.6分,1,1656,http://i0.hdslb.com/bfs/bangumi/446c6c7e1806c0debbc3e40ba2e9d9dd00cb4a08.jpg
笨蛋，测验，召唤兽,全13话,免费观看,83.1万人追番,1134.6万次播放,9.6分,1,842,http://i0.hdslb.com/bfs/bangumi/2615ddc493f755acf9013c865863060957ffb08b.jpg
忍者少女千鸟～姐川·石山篇～,全26话,会员专享,5.8万人追番,110万次播放,9.6分,1,78532,http://i0.hdslb.com/bfs/bangumi/085fdf306887279f251668b3c0c5fb2df3ccc625.jpg
钻石王牌,全75话,免费观看,3.6万人追番,110.8万次播放,9.6分,1,4375,http://i0.hdslb.com/bfs/bangumi/953dcdc989edf5ad7efb500f3099cef779e080ab.jpg
HELLSING 外传：THE DAWN,全3话,免费观看,2.9万人追番,110.2万次播放,9.6分,1,3418,http://i0.hdslb.com/bfs/bangumi/d3eb2aee4883826643b10c0ff3d8ff5d328f87a9.jpg
舞动青春,全24话,免费观看,38.4万人追番,1092.7万次播放,9.6分,1,6325,http://i0.hdslb.com/bfs/bangumi/894a840ee4595e2c50a117cb4deff71e9a041542.jpg
食梦者。2,全25话,免费观看,5.7万人追番,108.5万次播放,9.6分,1,728,http://i0.hdslb.com/bfs/bangumi/ae71d20763be4f50b97f5c4c00c71eb3a8938e1e.jpg
续 夏目友人帐,全13话,免费观看,64.5万人追番,1077.1万次播放,9.6分,1,1661,http://i0.hdslb.com/bfs/bangumi/ecbb7e3fd07b6ad30147e9e864ebc8c24305e97c.jpg
